Churn,HappInd,SupportCases,AvgSupPriority,Logins,Views
-1,59,0,0,39,25
-1,60,0,0,6,-32
-1,60,0,0,10,1738
-1,60,0,0,34,0
-1,61,0,0,4,-44
-1,61,0,0,22,3
-1,61,0,0,22,33
-1,62,0,0,3,0
-1,62,0,0,28,0
1,62,0,0,35,-134
-1,62,0,0,58,-5
-1,62,0,0,73,-23
-1,62,0,0,113,19
-1,63,0,0,5,995
-1,63,0,0,22,101
-1,63,0,0,38,0
-1,63,0,0,78,0
-1,64,0,0,4,199
-1,64,0,0,18,0
-1,64,0,0,18,147
-1,64,0,0,28,0
-1,65,0,0,2,42
-1,65,0,0,4,73
-1,65,0,0,62,-7
-1,65,0,0,86,114
-1,65,0,0,130,26
-1,66,0,0,10,-17
-1,66,0,0,20,0
-1,66,0,0,72,0
-1,67,0,0,13,0
-1,67,0,0,34,0
-1,67,0,0,36,2682
-1,68,0,0,12,0
1,68,0,0,14,-3
-1,68,0,0,44,0
-1,68,0,0,46,1
-1,68,0,0,55,0
-1,68,0,0,62,-20
-1,68,0,0,70,0
-1,69,0,0,6,0
-1,69,0,0,10,0
-1,69,0,0,137,14
-1,70,0,0,16,581
-1,70,0,0,24,1
-1,70,0,0,58,-2
-1,70,0,0,122,92
1,71,0,0,6,1
-1,71,0,0,8,-11
-1,71,0,0,16,-30
-1,71,0,0,23,66
-1,71,0,0,32,0
-1,72,0,0,28,0
-1,73,0,0,76,0
-1,75,0,0,37,97
-1,75,0,0,88,0
-1,76,0,0,65,171
-1,77,0,0,12,20
-1,77,0,-1,40,0
-1,78,0,0,5,533
-1,78,0,0,27,55
-1,79,0,0,11,0
-1,79,0,0,11,6
-1,79,0,0,81,-29
-1,83,0,0,8,53
-1,83,0,0,70,0
-1,83,0,0,138,0
-1,84,0,0,6,38
-1,85,0,0,30,2
-1,86,0,0,37,0
-1,86,0,0,97,0
-1,89,0,1,31,0
-1,89,0,0,40,0
-1,89,0,0,103,108
-1,90,0,0,30,-2
-1,90,0,-1,129,3
-1,91,0,0,59,0
-1,96,0,0,46,0
-1,97,0,0,120,0
-1,99,0,0,62,8
-1,100,0,0,1,-22
-1,100,0,0,66,0
-1,103,0,0,68,0
-1,103,0,0,126,0
-1,104,0,0,294,0
-1,106,0,0,68,0
-1,108,0,0,108,0
-1,110,0,0,58,0
-1,116,0,0,22,0
-1,117,0,0,102,0
-1,123,0,0,62,0
-1,123,0,0,182,0
-1,124,0,0,78,49
-1,126,0,0,82,0
-1,132,0,0,71,35
-1,134,0,0,114,0
-1,134,0,0,218,-26
-1,137,0,0,128,0
-1,177,0,0,192,0
-1,208,0,0,397,2
1,-77,-1,-3,-50,793
1,-65,-1,-3,-66,20
1,-58,-1,-3,-14,0
1,-44,-1,-2,-27,0
1,-36,-1,-3,1,66
1,-30,-1,-3,-3,0
1,-17,-1,0,102,-50
-1,-10,-1,0,116,2
1,-10,-1,-3,-34,13
-1,-10,-1,-3,-4,43
-1,-10,-1,-3,-1,12
-1,-10,-1,-3,0,2
-1,-10,-1,-3,12,0
-1,-10,-1,-3,14,156
-1,-9,-1,0,6,258
-1,-9,-1,-3,-9,80
1,-9,-1,-3,-2,-8
-1,-9,-1,-3,8,40
-1,-9,-1,-3,11,-19
-1,-9,-1,-3,26,-41
-1,-9,-1,-3,61,182
-1,-8,-1,-3,-7,69
1,-8,-1,-3,-3,8
-1,-8,-1,-3,-2,63
-1,-8,-1,-3,2,96
-1,-7,-1,-3,-9,0
-1,-7,-1,-3,8,0
-1,-7,-1,-3,159,208
-1,-6,-1,1,2,6593
-1,-6,-1,0,6,41
-1,-6,-1,0,7,2
-1,-6,-1,0,14,253
-1,-6,-1,-3,12,135
-1,-6,-1,-3,20,0
-1,-6,-1,-3,22,57
-1,-5,-1,0,33,410
-1,-5,-1,-3,-4,-24
-1,-5,-1,-3,0,226
-1,-5,-1,-3,2,12
-1,-5,-1,-3,21,32
-1,-5,-1,-3,115,438
-1,-4,-1,-2,48,-1
1,-4,-1,-3,1,178
-1,-4,-1,-3,38,-40
-1,-4,-1,-3,52,-18
-1,-3,-1,0,-1,166
-1,-3,-1,0,76,7764
-1,-3,-1,-3,-9,-2
-1,-3,-1,-3,30,218
-1,-3,-1,-3,52,151
-1,-2,-1,0,5,51
-1,-2,-1,0,65,45
-1,-2,-1,-2,-2,52
-1,-2,-1,-3,2,0
-1,-2,-1,-3,3,-11
-1,-2,-1,-3,4,-31
-1,-2,-1,-3,9,2260
-1,-2,-1,-3,19,-11
-1,-2,-1,-3,20,23
-1,-2,-1,-3,51,2420
-1,-2,-1,-3,76,22
-1,-2,-1,-4,21,163
-1,-1,-1,0,6,84
-1,-1,-1,0,13,207
-1,-1,-1,0,19,-19
-1,-1,-1,-2,38,464
-1,-1,-1,-3,-3,0
-1,-1,-1,-3,7,171
-1,-1,-1,-3,9,3617
-1,-1,-1,-3,11,277
-1,-1,-1,-3,13,48
-1,-1,-1,-3,22,1042
-1,0,-1,0,0,-29
-1,0,-1,0,1,-26
-1,0,-1,0,9,16
-1,0,-1,0,13,6
-1,0,-1,0,16,1
1,0,-1,-2,46,-412
-1,0,-1,-3,-10,-2
-1,0,-1,-3,-10,1
-1,0,-1,-3,-4,50
-1,0,-1,-3,-4,227
-1,0,-1,-3,-3,26
-1,0,-1,-3,-1,-3
-1,0,-1,-3,0,0
-1,0,-1,-3,0,230
-1,0,-1,-3,2,41
-1,0,-1,-3,4,-8
-1,0,-1,-3,4,-4
-1,0,-1,-3,4,0
-1,0,-1,-3,5,1708
-1,0,-1,-3,9,0
1,0,-1,-3,17,0
-1,0,-1,-3,27,0
-1,0,-1,-3,51,6703
-1,0,-1,-3,136,33
-1,1,-1,0,167,21996
1,1,-1,-3,-17,-1382
-1,1,-1,-3,3,101
-1,1,-1,-3,5,-8
-1,1,-1,-3,5,641
-1,1,-1,-3,8,-41
-1,1,-1,-3,14,69
-1,1,-1,-3,20,0
-1,1,-1,-3,20,104
-1,1,-1,-3,31,38
-1,2,-1,0,-1,0
-1,2,-1,0,60,0
-1,2,-1,-1,0,0
-1,2,-1,-3,-4,77
-1,2,-1,-3,1,0
-1,2,-1,-3,5,12
-1,2,-1,-3,33,-21
-1,2,-1,-3,49,25
-1,2,-1,-3,141,2824
-1,4,-1,-2,54,7
-1,4,-1,-3,117,121
-1,5,-1,0,79,131
-1,5,-1,-3,0,-8
-1,5,-1,-3,4,293
-1,5,-1,-3,19,60
-1,5,-1,-3,52,80
-1,6,-1,0,-3,3
-1,6,-1,-2,-3,256
-1,6,-1,-3,10,11
-1,6,-1,-3,17,263
-1,6,-1,-3,22,1
1,7,-1,1,42,-68
-1,7,-1,0,11,-35
-1,7,-1,-3,-6,34
-1,7,-1,-3,9,-21
-1,7,-1,-3,9,0
1,7,-1,-3,29,0
-1,7,-1,-3,40,-49
-1,7,-1,-3,44,-23
-1,7,-1,-3,59,18
-1,7,-1,-4,33,30
-1,8,-1,0,42,103
-1,8,-1,-2,17,409
-1,8,-1,-3,35,404
-1,8,-1,-3,111,23
-1,9,-1,0,-2,0
-1,9,-1,0,47,-33
-1,9,-1,-3,9,7
-1,9,-1,-3,46,0
-1,10,-1,0,43,906
-1,10,-1,-3,-1,461
-1,10,-1,-3,3,3
-1,10,-1,-3,8,-8
-1,10,-1,-3,11,14
-1,10,-1,-3,42,8
-1,10,-1,-3,66,0
1,11,-1,0,-33,15
-1,11,-1,-3,5,12
-1,11,-1,-3,82,970
-1,12,-1,0,68,7
-1,12,-1,0,-5,28
-1,13,-1,-3,-5,2
-1,13,-1,-3,-4,-3
-1,13,-1,-3,31,2215
-1,13,-1,-3,131,40
-1,14,-1,0,-7,-12
-1,14,-1,-3,-3,12
-1,14,-1,-3,0,46
-1,15,-1,0,17,835
-1,15,-1,0,45,3609
-1,15,-1,-3,-6,-40
-1,15,-1,-3,0,41
-1,16,-1,-3,-4,3
-1,16,-1,-3,2,9
-1,16,-1,-3,9,0
-1,16,-1,-3,31,55
-1,17,-1,0,125,207
-1,17,-1,-3,-1,-1
-1,17,-1,-3,-1,587
-1,17,-1,-3,15,12
-1,18,-1,-3,31,0
-1,18,-1,-3,43,0
-1,19,-1,0,-9,101
-1,19,-1,0,73,121
1,19,-1,-2,5,-1436
-1,19,-1,-3,18,43
-1,20,-1,-3,35,178
1,20,-1,-3,48,48
-1,21,-1,-3,-6,33
-1,21,-1,-3,-4,19
-1,21,-1,-3,18,0
-1,21,-1,-3,75,248
-1,22,-1,-3,30,-5
-1,22,-1,-3,72,-34
-1,22,-1,-3,89,534
-1,23,-1,0,101,2972
-1,23,-1,0,49,755
-1,23,-1,-3,42,-47
-1,24,-1,0,165,34
-1,25,-1,0,56,-21
1,25,-1,-3,-4,0
-1,25,-1,-3,-3,123
-1,26,-1,0,-7,1
-1,26,-1,-3,-5,33
-1,27,-1,0,-8,177
-1,28,-1,1,3,101
-1,28,-1,-3,-7,0
1,28,-1,-3,8,-96
-1,28,-1,-3,30,4
-1,29,-1,0,14,92
-1,29,-1,-3,21,29
-1,30,-1,1,5,1
-1,30,-1,0,135,382
-1,31,-1,0,65,-1
-1,31,-1,-3,1,0
-1,32,-1,0,-9,0
-1,33,-1,0,0,24
-1,33,-1,0,64,63
-1,33,-1,-3,2,8
-1,34,-1,0,56,233
1,35,-1,-3,15,0
-1,36,-1,0,3,27
-1,37,-1,1,2,87
-1,37,-1,0,-3,0
-1,37,-1,0,76,-35
-1,38,-1,0,355,732
-1,38,-1,-3,12,-19
-1,39,-1,0,57,920
-1,40,-1,0,64,-2
-1,40,-1,-3,-7,0
-1,40,-1,-3,13,-16
-1,42,-1,-3,11,0
1,44,-1,-3,-7,-185
-1,44,-1,-3,7,9
-1,46,-1,-3,18,-2
-1,47,-1,-2,192,0
-1,47,-1,-3,12,14
-1,48,-1,0,34,0
-1,49,-1,0,53,161
-1,49,-1,-1,15,1102
-1,50,-1,0,22,-25
-1,51,-1,-3,83,13
-1,52,-1,0,118,58
-1,53,-1,-3,-4,13
-1,53,-1,-3,16,41
-1,54,-1,0,45,4
-1,55,-1,-3,27,-21
-1,57,-1,0,51,605
1,58,-1,-3,-25,9
-1,61,-1,0,44,908
-1,61,-1,-3,24,0
-1,65,-1,-3,23,178
-1,67,-1,-3,70,62
-1,70,-1,-1,20,99
-1,73,-1,0,9,2744
-1,73,-1,-3,122,19
-1,75,-1,-3,44,5
-1,80,-1,0,126,96
-1,80,-1,-3,10,80
-1,83,-1,-3,146,0
-1,96,-1,-3,35,3
-1,103,-1,0,128,-14
-1,131,-1,-3,42,8
1,-61,-2,-3,-16,21
1,-36,-2,-3,8,-168
1,-16,-2,-3,-27,8
1,-15,-2,0,35,0
1,-10,-2,-3,0,-67
-1,-10,-2,-3,11,450
-1,-9,-2,-3,22,43
-1,-8,-2,-3,-6,0
-1,-8,-2,-3,-3,0
-1,-7,-2,0,2,249
-1,-7,-2,0,22,237
-1,-7,-2,0,78,462
-1,-7,-2,-3,21,783
-1,-7,-2,-3,87,310
-1,-6,-2,0,31,-8
-1,-6,-2,-2,20,95
-1,-6,-2,-3,2,330
-1,-5,-2,-3,-9,195
-1,-5,-2,-3,2,65
-1,-5,-2,-3,6,100
-1,-4,-2,-1,-9,1218
-1,-4,-2,-3,3,492
-1,-3,-2,0,50,753
1,-3,-2,-3,-20,3
-1,-2,-2,0,69,227
-1,-2,-2,-3,30,34
-1,-2,-2,-3,-5,76
-1,-2,-2,-3,65,32
-1,-2,-2,-3,68,683
-1,-1,-2,-3,-5,30
-1,0,-2,0,22,4
-1,0,-2,-1,20,-15
-1,0,-2,-3,-6,3
-1,0,-2,-3,-4,0
-1,0,-2,-3,0,-44
-1,0,-2,-3,24,8
-1,0,-2,-3,31,38
-1,0,-2,-3,32,596
-1,0,-2,-3,50,45
-1,1,-2,-3,-7,9
-1,1,-2,-3,5,5
-1,1,-2,-3,10,192
-1,1,-2,-3,16,-27
-1,1,-2,-3,29,-13
-1,2,-2,-3,-3,91
1,2,-2,-3,37,1125
-1,2,-2,-3,61,52
-1,3,-2,-3,26,18
-1,3,-2,-3,36,1490
-1,3,-2,-3,68,57
-1,4,-2,0,20,20
-1,5,-2,0,-1,224
-1,5,-2,0,38,49
-1,5,-2,-3,8,0
-1,5,-2,-3,119,195
-1,6,-2,0,37,46
-1,6,-2,-3,-7,2
-1,7,-2,-3,49,0
-1,8,-2,0,17,365
-1,8,-2,0,34,-49
-1,8,-2,0,105,234
-1,8,-2,-3,59,0
-1,8,-2,-3,95,1236
-1,10,-2,0,71,144
-1,11,-2,0,15,0
-1,11,-2,-1,23,35
-1,11,-2,-4,42,491
-1,14,-2,-3,1,23
-1,15,-2,-4,24,136
-1,16,-2,0,7,16
-1,16,-2,-3,-9,40
-1,17,-2,0,70,327
-1,17,-2,0,75,61
-1,17,-2,0,64,501
-1,17,-2,-3,27,47
-1,18,-2,0,49,-38
-1,19,-2,0,8,-10
-1,19,-2,-3,37,0
-1,19,-2,-3,118,161
-1,21,-2,-1,45,-44
-1,23,-2,-3,-8,871
-1,23,-2,-3,75,710
-1,25,-2,0,-6,14
-1,25,-2,-2,22,1
-1,27,-2,0,42,-4
-1,27,-2,-3,-9,692
-1,29,-2,1,10,-35
-1,29,-2,-3,-3,49
-1,30,-2,0,9,4658
-1,30,-2,-3,87,968
-1,31,-2,-3,16,17
-1,32,-2,-3,-3,0
-1,32,-2,-3,44,125
-1,34,-2,-3,14,294
-1,36,-2,-3,32,286
-1,38,-2,0,32,71
-1,39,-2,0,26,30
-1,41,-2,-3,33,17
-1,52,-2,0,27,0
-1,53,-2,-3,-1,-24
-1,55,-2,0,60,5
-1,63,-2,0,18,7
-1,66,-2,0,23,10
-1,66,-2,-3,22,-44
-1,73,-2,-3,122,21
-1,74,-2,0,31,203
-1,91,-2,0,4,-4
-1,110,-2,-1,24,190
-1,195,-2,0,143,-47
-1,-10,-3,-3,70,644
-1,-9,-3,0,-7,0
-1,-9,-3,0,95,849
-1,-7,-3,-3,6,8
-1,-7,-3,-3,7,52
-1,-5,-3,0,1,132
-1,-5,-3,0,62,589
-1,-5,-3,-3,-5,174
-1,-5,-3,-3,14,1227
-1,-3,-3,0,34,514
-1,-3,-3,-3,-5,425
-1,-3,-3,-3,30,26
-1,-1,-3,-3,-2,519
-1,0,-3,0,77,623
-1,0,-3,-3,32,0
-1,2,-3,-1,181,724
-1,2,-3,-3,-3,71
-1,2,-3,-3,3,71
-1,3,-3,0,1,726
-1,4,-3,-3,14,-9
-1,5,-3,0,37,14
-1,6,-3,-3,2,0
-1,6,-3,-3,-10,0
-1,7,-3,-1,-1,5
-1,8,-3,0,16,163
-1,10,-3,-3,0,191
-1,10,-3,-3,6,2
-1,11,-3,0,7,1395
-1,13,-3,0,53,237
-1,14,-3,1,9,5
-1,14,-3,0,47,1688
-1,14,-3,-3,4,57
-1,17,-3,0,89,927
-1,20,-3,0,9,49
-1,22,-3,-3,44,93
-1,24,-3,0,-9,85
-1,26,-3,0,21,27
-1,26,-3,-3,-4,90
-1,34,-3,-3,26,407
-1,35,-3,-3,-7,0
-1,36,-3,-3,37,178
-1,46,-3,-3,10,41
-1,54,-3,0,61,31
-1,56,-3,0,62,0
-1,64,-3,-3,23,9
-1,66,-3,0,159,1219
-1,124,-3,0,24,613
1,-40,-4,-3,-58,254
1,-21,-4,-3,-50,-360
-1,-6,-4,-3,35,608
-1,-5,-4,0,26,126
-1,-5,-4,-3,1,959
-1,-4,-4,0,35,1001
-1,-4,-4,-4,45,128
-1,0,-4,0,-7,88
-1,0,-4,0,-10,14
-1,0,-4,-3,-7,2656
-1,0,-4,-3,-4,2
1,0,-4,-3,39,-1234
-1,3,-4,0,93,15
-1,5,-4,-3,27,467
-1,8,-4,0,74,227
-1,9,-4,0,18,100
-1,9,-4,-2,108,0
-1,9,-4,-3,20,13
-1,14,-4,0,47,402
-1,14,-4,-3,62,440
-1,15,-4,0,111,241
-1,16,-4,0,17,-33
-1,21,-4,0,-7,3267
-1,37,-4,0,101,598
-1,46,-4,-3,-5,7
-1,52,-4,-3,-4,99
-1,78,-4,-1,38,0
-1,-10,-5,-3,1,-18
-1,-8,-5,0,54,345
-1,-6,-5,0,-4,229
-1,-3,-5,-3,4,-8
-1,0,-5,0,-10,4
-1,4,-5,0,27,234
-1,5,-5,0,26,81
-1,9,-5,-3,16,7
-1,18,-5,0,67,177
-1,24,-5,0,98,2408
-1,28,-5,-3,1,-35
-1,29,-5,-3,64,10
-1,35,-5,0,31,12
-1,47,-5,-1,46,0
-1,55,-5,-1,5,0
-1,115,-5,0,125,0
1,2,-6,0,-31,122
-1,2,-6,-3,52,49
-1,6,-6,-3,-2,67
-1,8,-6,0,56,13
-1,11,-6,-3,25,-41
-1,14,-6,0,90,147
-1,18,-6,-3,-1,-48
-1,15,-13,0,-4,1390
-1,67,-15,-3,-9,-18
