cylinders,displ,hwy,make,year
8,5,15,Chevrolet,1985
4,1.5,29,Plymouth,1994
4,1.5,35,Plymouth,1994
4,1.8,30,Plymouth,1994
4,1.8,30,Plymouth,1994
4,1.8,28,Plymouth,1994
4,1.8,29,Plymouth,1994
4,2,22,Plymouth,1994
4,2,20,Plymouth,1994
4,2,25,Plymouth,1994
4,2,23,Plymouth,1994
4,1.6,28,Dodge,1985
8,5,16,Chevrolet,1985
4,2,26,Plymouth,1994
4,2,26,Plymouth,1994
6,3.4,26,Pontiac,1994
6,3.4,26,Pontiac,1994
8,5.7,23,Pontiac,1994
8,5.7,24,Pontiac,1994
3,1,36,Pontiac,1994
3,1,45,Pontiac,1994
4,2,29,Pontiac,1994
4,2,32,Pontiac,1994
8,6.2,20,Chevrolet,1985
6,3.1,26,Pontiac,1994
6,3.1,26,Pontiac,1994
8,6.8,14,Rolls-Royce,1994
8,6.8,14,Rolls-Royce,1994
4,2,19,Saab,1994
4,2,24,Saab,1994
4,2,24,Saab,1994
4,2.1,20,Saab,1994
4,2.3,24,Saab,1994
4,1.9,32,Saturn,1994
8,5.7,15,Chevrolet,1985
4,1.9,29,Saturn,1994
4,1.9,34,Saturn,1994
4,1.9,31,Saturn,1994
4,1.8,27,Subaru,1994
4,1.8,29,Subaru,1994
4,1.8,26,Subaru,1994
4,1.8,26,Subaru,1994
3,1.2,33,Subaru,1994
3,1.2,29,Subaru,1994
6,3.3,23,Subaru,1994
8,5.7,13,Chevrolet,1985
6,3.3,23,Subaru,1994
4,1.3,31,Suzuki,1994
4,1.3,39,Suzuki,1994
4,1.3,32,Suzuki,1994
4,1.8,29,Toyota,1994
4,1.8,31,Toyota,1994
4,2.2,27,Toyota,1994
4,2.2,27,Toyota,1994
4,1.5,26,Toyota,1994
4,1.5,33,Toyota,1994
8,6.2,20,Chevrolet,1985
4,1.5,31,Toyota,1994
6,2.8,23,Volkswagen,1994
6,2.8,22,Volkswagen,1994
6,3.2,21,Acura,1994
6,3.2,22,Acura,1994
6,3.2,23,Acura,1994
6,3.2,24,Acura,1994
5,2.5,24,Acura,1994
5,2.5,24,Acura,1994
6,3,20,Alfa Romeo,1994
4,2.5,21,Chevrolet,1985
6,3,22,Alfa Romeo,1994
5,2.2,22,Audi,1994
8,4.2,18,Audi,1994
6,2.8,22,Audi,1994
6,2.8,22,Audi,1994
6,2.8,21,Audi,1994
6,2.8,22,Audi,1994
6,2.8,24,Audi,1994
6,2.8,24,Audi,1994
6,2.5,23,BMW,1994
4,2.5,23,Chevrolet,1985
6,2.5,26,BMW,1994
8,3,24,BMW,1994
8,3,22,BMW,1994
8,3.1,23,BMW,1994
8,3.1,21,BMW,1994
8,4,21,BMW,1994
4,2.3,29,Buick,1994
4,2.3,29,Buick,1994
6,3.1,26,Buick,1994
4,2.2,28,Chevrolet,1994
4,2.5,24,Chevrolet,1985
4,2.2,31,Chevrolet,1994
4,2.3,27,Chevrolet,1994
6,3.1,26,Chevrolet,1994
6,3.1,27,Chevrolet,1994
6,3.1,26,Chevrolet,1994
4,2.2,28,Chevrolet,1994
6,3.1,26,Chevrolet,1994
6,3.1,27,Chevrolet,1994
4,2.5,25,Chrysler,1994
6,3,24,Chrysler,1994
6,2.8,22,Chevrolet,1985
6,3,26,Chrysler,1994
4,2.4,26,Nissan,1994
4,2.4,28,Nissan,1994
4,2.2,27,Dodge,1994
4,2.2,30,Dodge,1994
4,2.5,25,Dodge,1994
4,2.5,27,Dodge,1994
6,3,22,Dodge,1994
6,3,23,Dodge,1994
4,1.8,27,Ford,1994
6,2.8,22,Chevrolet,1985
4,1.8,29,Ford,1994
4,1.9,32,Ford,1994
4,1.9,34,Ford,1994
4,2.3,25,Ford,1994
4,2.3,30,Ford,1994
6,3,22,Ford,1994
6,3,26,Ford,1994
4,1.6,26,Geo,1994
4,1.6,31,Geo,1994
4,1.8,29,Geo,1994
4,1.6,28,Dodge,1985
6,2.8,21,Chevrolet,1985
4,1.8,31,Geo,1994
4,1.6,27,Kia,1994
4,1.6,30,Kia,1994
4,2.2,27,Honda,1994
4,2.2,27,Honda,1994
4,2.2,29,Honda,1994
4,2.2,28,Honda,1994
4,1.6,26,Hyundai,1994
4,1.8,26,Hyundai,1994
4,1.8,26,Hyundai,1994
8,5.2,12,Dodge,1985
4,1.5,32,Hyundai,1994
4,2,26,Infiniti,1994
4,2,29,Infiniti,1994
12,6,15,Jaguar,1994
6,4,22,Jaguar,1994
6,3,22,Lexus,1994
4,2.3,25,Mercury,1994
4,2.3,30,Mercury,1994
6,3,22,Mercury,1994
6,3,26,Mercury,1994
8,5.9,12,Dodge,1985
4,1.8,27,Mercury,1994
4,1.8,29,Mercury,1994
4,1.9,32,Mercury,1994
4,1.9,34,Mercury,1994
4,1.8,29,Mazda,1994
4,1.8,26,Mazda,1994
4,1.8,33,Mazda,1994
4,1.8,27,Mazda,1994
4,1.6,30,Mazda,1994
4,1.6,29,Mazda,1994
8,5.9,12,Dodge,1985
4,1.6,33,Mazda,1994
4,1.6,32,Mazda,1994
4,2.2,26,Mercedes-Benz,1994
6,2.8,24,Mercedes-Benz,1994
6,3.2,23,Mercedes-Benz,1994
8,4.2,22,Mercedes-Benz,1994
8,5,18,Mercedes-Benz,1994
8,5,18,Mercedes-Benz,1994
12,6,16,Mercedes-Benz,1994
6,3,22,Mitsubishi,1994
4,2,23,Dodge,1985
6,3,22,Mitsubishi,1994
4,2.4,24,Mitsubishi,1994
4,2.4,26,Mitsubishi,1994
4,2.4,28,Mitsubishi,1994
4,2.4,27,Mitsubishi,1994
4,2.3,29,Oldsmobile,1994
4,2.3,28,Oldsmobile,1994
4,2.3,29,Oldsmobile,1994
4,2.3,32,Oldsmobile,1994
4,2.3,27,Oldsmobile,1994
4,2,23,Dodge,1985
6,3.1,26,Oldsmobile,1994
4,2.2,27,Plymouth,1994
4,2.2,30,Plymouth,1994
4,2.5,25,Plymouth,1994
4,2.5,27,Plymouth,1994
6,3,22,Plymouth,1994
6,3,23,Plymouth,1994
4,2.3,29,Pontiac,1994
4,2.3,29,Pontiac,1994
4,2.3,27,Pontiac,1994
4,2.3,27,Ford,1985
4,2.3,27,Pontiac,1994
4,2.3,32,Pontiac,1994
6,3.1,26,Pontiac,1994
8,6.5,15,Rolls-Royce,1994
4,1.9,32,Saturn,1994
4,1.9,29,Saturn,1994
4,1.9,31,Saturn,1994
4,1.9,34,Saturn,1994
4,2.2,26,Subaru,1994
4,2.2,28,Subaru,1994
6,2.8,20,Ford,1985
4,2.2,24,Subaru,1994
4,2.2,24,Subaru,1994
4,2.2,21,Subaru,1994
4,2.2,23,Subaru,1994
4,1.6,27,Toyota,1994
4,1.6,31,Toyota,1994
4,1.8,29,Toyota,1994
4,1.8,31,Toyota,1994
4,2,26,Volkswagen,1994
4,2,29,Volkswagen,1994
6,2.8,20,Ford,1985
4,2,25,Volkswagen,1994
4,2,28,Volkswagen,1994
6,2.8,23,Volkswagen,1994
6,2.8,23,Volkswagen,1994
6,2.8,23,Volkswagen,1994
8,4,21,BMW,1994
8,4,21,BMW,1994
12,5,17,BMW,1994
4,2.2,28,Buick,1994
6,3.1,26,Buick,1994
6,4.9,13,Ford,1985
6,3.1,26,Buick,1994
6,3.8,26,Buick,1994
8,4.6,23,Cadillac,1994
8,4.6,23,Cadillac,1994
6,3.1,26,Chevrolet,1994
6,3.4,24,Chevrolet,1994
6,3,24,Nissan,1994
6,3,23,Nissan,1994
6,3,24,Nissan,1994
4,2.5,25,Dodge,1994
8,2.9,15,Ferrari,1985
4,2.6,22,Dodge,1985
6,4.9,20,Ford,1985
4,2.5,24,Dodge,1994
4,2.5,27,Dodge,1994
6,3,24,Dodge,1994
6,3,22,Dodge,1994
6,3,26,Ford,1994
6,3,27,Ford,1994
6,3,24,Ford,1994
6,3.2,24,Ford,1994
6,3.8,26,Ford,1994
6,3.8,22,Ford,1994
6,4.9,17,Ford,1985
6,3.8,24,Ford,1994
6,3.8,24,Ford,1994
8,4.6,23,Ford,1994
4,2,25,Hyundai,1994
4,2,24,Hyundai,1994
6,3,22,Hyundai,1994
4,2,26,Hyundai,1994
4,2,26,Hyundai,1994
6,3,22,Hyundai,1994
8,4.5,20,Infiniti,1994
8,5,16,Ford,1985
8,4.5,19,Infiniti,1994
6,3,21,Lexus,1994
8,4,22,Lexus,1994
6,3.8,24,Mercury,1994
8,4.6,23,Mercury,1994
8,4.6,23,Lincoln,1994
6,3,27,Mercury,1994
6,3.8,26,Mercury,1994
4,2,28,Mazda,1994
4,2,31,Mazda,1994
8,5,13,Ford,1985
6,2.5,24,Mazda,1994
6,2.5,24,Mazda,1994
6,3,22,Mazda,1994
4,2.2,28,Oldsmobile,1994
6,3.1,26,Oldsmobile,1994
6,3.1,26,Oldsmobile,1994
6,3.4,24,Oldsmobile,1994
4,2.5,24,Plymouth,1994
4,2.5,25,Plymouth,1994
4,2.5,27,Plymouth,1994
8,5.8,12,Ford,1985
6,3,24,Plymouth,1994
6,3,22,Plymouth,1994
6,3.1,26,Pontiac,1994
6,3.4,24,Pontiac,1994
8,6.8,14,Rolls-Royce,1994
8,6.5,15,Rolls-Royce,1994
8,6.8,14,Rolls-Royce,1994
4,2.3,24,Saab,1994
4,2.3,26,Saab,1994
6,2.5,23,Saab,1994
8,5,15,GMC,1985
6,2.5,23,Saab,1994
4,2.2,26,Toyota,1994
4,2.2,27,Toyota,1994
6,3,23,Toyota,1994
5,2.3,24,Volvo,1994
5,2.4,25,Volvo,1994
5,2.4,26,Volvo,1994
4,2.3,22,Volvo,1994
4,2.3,24,Volvo,1994
6,2.9,23,Volvo,1994
8,5,16,GMC,1985
6,3.8,26,Buick,1994
6,3.8,24,Buick,1994
6,3.8,25,Buick,1994
8,5.7,23,Buick,1994
8,4.6,23,Cadillac,1994
8,4.9,24,Cadillac,1994
8,5.7,23,Cadillac,1994
8,4.3,24,Chevrolet,1994
8,5.7,23,Chevrolet,1994
6,3.3,26,Chrysler,1994
8,6.2,20,GMC,1985
6,3.5,24,Chrysler,1994
6,3.5,24,Chrysler,1994
6,3.3,26,Dodge,1994
6,3.5,24,Dodge,1994
6,3.3,26,Eagle,1994
6,3.5,24,Eagle,1994
8,4.6,21,Ford,1994
8,4.6,23,Ford,1994
6,3.8,24,Lincoln,1994
8,4.6,23,Mercury,1994
8,5.7,15,GMC,1985
8,4.6,23,Lincoln,1994
6,3.2,22,Mercedes-Benz,1994
6,3.5,26,Mercedes-Benz,1994
8,4.2,18,Mercedes-Benz,1994
8,5,17,Mercedes-Benz,1994
12,6,15,Mercedes-Benz,1994
6,3.8,26,Oldsmobile,1994
6,3.8,24,Oldsmobile,1994
6,3.8,25,Oldsmobile,1994
6,3.8,26,Pontiac,1994
8,5.7,13,GMC,1985
6,3.8,23,Pontiac,1994
8,6.8,13,Rolls-Royce,1994
4,2.3,24,Saab,1994
4,2.3,24,Saab,1994
4,2.3,26,Saab,1994
4,2.3,26,Saab,1994
4,2.3,25,Saab,1994
6,2.8,21,Audi,1994
6,2.8,21,Audi,1994
6,2.5,23,BMW,1994
4,2.6,22,Dodge,1985
8,6.2,20,GMC,1985
8,3,24,BMW,1994
8,3.1,23,BMW,1994
4,2.2,28,Chevrolet,1994
6,3.1,26,Chevrolet,1994
4,1.9,32,Ford,1994
4,1.9,34,Ford,1994
4,2.2,25,Honda,1994
4,2.2,27,Honda,1994
4,2.2,27,Honda,1994
4,2.2,28,Honda,1994
4,2.5,21,GMC,1985
4,1.9,32,Mercury,1994
4,1.9,34,Mercury,1994
4,1.9,32,Saturn,1994
4,1.9,29,Saturn,1994
4,1.9,31,Saturn,1994
4,1.9,34,Saturn,1994
4,1.8,27,Subaru,1994
4,1.8,29,Subaru,1994
4,1.8,26,Subaru,1994
4,1.8,26,Subaru,1994
4,2.5,23,GMC,1985
4,2.2,26,Subaru,1994
4,2.2,28,Subaru,1994
4,2.2,24,Subaru,1994
4,2.2,24,Subaru,1994
4,2.2,21,Subaru,1994
4,1.8,29,Toyota,1994
4,1.8,31,Toyota,1994
4,2.2,26,Buick,1994
6,3.1,26,Buick,1994
4,1.8,27,Eagle,1994
4,2.5,24,GMC,1985
4,1.8,27,Eagle,1994
4,2.4,24,Eagle,1994
4,2.4,21,Eagle,1994
4,2.4,25,Eagle,1994
4,2.4,22,Eagle,1994
6,3,27,Ford,1994
6,3.8,26,Ford,1994
6,3,27,Mercury,1994
6,3.8,26,Mercury,1994
6,3.2,22,Mercedes-Benz,1994
6,2.8,22,GMC,1985
4,2.4,24,Mitsubishi,1994
4,2.4,21,Mitsubishi,1994
4,2.4,25,Mitsubishi,1994
4,2.4,22,Mitsubishi,1994
4,1.8,27,Mitsubishi,1994
4,1.8,27,Mitsubishi,1994
4,2.4,24,Mitsubishi,1994
4,2.4,25,Mitsubishi,1994
6,3.1,26,Oldsmobile,1994
6,3,23,Mitsubishi,1994
6,2.8,22,GMC,1985
4,1.8,27,Plymouth,1994
4,1.8,27,Plymouth,1994
4,2.4,24,Plymouth,1994
4,2.4,21,Plymouth,1994
4,2.4,25,Plymouth,1994
4,2.4,22,Plymouth,1994
4,2.2,26,Toyota,1994
6,3,22,Toyota,1994
6,2.8,23,Volkswagen,1994
6,2.8,23,Volkswagen,1994
6,2.8,21,GMC,1985
5,2.3,24,Volvo,1994
5,2.4,25,Volvo,1994
5,2.4,26,Volvo,1994
4,2.3,22,Volvo,1994
4,2.3,24,Volvo,1994
6,2.9,23,Volvo,1994
8,5.7,23,Buick,1994
8,4.3,23,Chevrolet,1994
8,5.7,23,Chevrolet,1994
4,2.2,23,Chevrolet,1994
4,2,20,Isuzu,1985
4,2.2,26,Chevrolet,1994
6,4.3,22,Chevrolet,1994
6,4.3,22,Chevrolet,1994
6,4.3,22,Chevrolet,1994
6,4.3,23,Chevrolet,1994
4,2.4,24,Nissan,1994
4,2.4,24,Nissan,1994
6,3,22,Nissan,1994
6,3,22,Nissan,1994
4,2.2,23,GMC,1994
4,2.1,22,Jeep,1985
4,2.2,26,GMC,1994
6,4.3,22,GMC,1994
6,4.3,22,GMC,1994
6,4.3,23,GMC,1994
6,4.3,22,GMC,1994
4,2.3,23,Isuzu,1994
4,2.3,22,Isuzu,1994
4,2.6,22,Isuzu,1994
4,2.6,21,Isuzu,1994
4,2.3,21,Mitsubishi,1994
4,2.1,26,Jeep,1985
4,2.3,23,Mitsubishi,1994
6,4.3,20,Chevrolet,1994
6,4.3,21,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5,18,Chevrolet,1994
8,5.7,17,Chevrolet,1994
8,5.7,18,Chevrolet,1994
8,5.7,17,Chevrolet,1994
4,2.6,22,Dodge,1985
4,2.5,20,Jeep,1985
8,6.5,20,Chevrolet,1994
8,6.5,21,Chevrolet,1994
8,6.5,22,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5.7,16,Chevrolet,1994
8,5.7,17,Chevrolet,1994
4,2.5,23,Jeep,1985
8,5.7,16,Chevrolet,1994
8,6.5,20,Chevrolet,1994
8,6.5,19,Chevrolet,1994
8,6.5,22,Chevrolet,1994
4,2.5,25,Dodge,1994
6,3.9,19,Dodge,1994
6,3.9,20,Dodge,1994
8,5.2,17,Dodge,1994
8,5.2,18,Dodge,1994
6,3.9,17,Dodge,1994
4,2.5,21,Jeep,1985
6,3.9,19,Dodge,1994
8,5.2,16,Dodge,1994
8,5.2,17,Dodge,1994
8,5.9,15,Dodge,1994
8,5.2,16,Dodge,1994
8,5.2,15,Dodge,1994
8,5.9,15,Dodge,1994
8,5.9,15,Dodge,1994
6,4.9,18,Ford,1994
6,4.9,18,Ford,1994
4,2.5,21,Jeep,1985
8,5,18,Ford,1994
8,5,17,Ford,1994
8,5.8,17,Ford,1994
6,4.9,17,Ford,1994
6,4.9,17,Ford,1994
8,5,17,Ford,1994
8,5,16,Ford,1994
8,5.8,16,Ford,1994
8,5.8,15,Ford,1994
4,2.3,22,Ford,1994
6,2.8,17,Jeep,1985
4,2.3,24,Ford,1994
6,3,22,Ford,1994
6,3,23,Ford,1994
6,4,20,Ford,1994
6,4,22,Ford,1994
6,4.3,20,GMC,1994
6,4.3,21,GMC,1994
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
8,5,17,GMC,1994
6,2.8,19,Jeep,1985
8,5,18,GMC,1994
8,5.7,17,GMC,1994
8,5.7,18,GMC,1994
8,5.7,17,GMC,1994
8,6.5,21,GMC,1994
8,6.5,20,GMC,1994
8,6.5,22,GMC,1994
8,6.5,20,GMC,1994
8,6.5,22,GMC,1994
6,4.3,20,GMC,1994
4,2.5,19,Jeep,1985
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
8,5,17,GMC,1994
8,5.7,16,GMC,1994
8,5.7,17,GMC,1994
8,5.7,16,GMC,1994
8,6.5,19,GMC,1994
4,2.3,22,Mazda,1994
4,2.3,24,Mazda,1994
6,3,22,Mazda,1994
4,2.5,19,Jeep,1985
6,3,22,Mazda,1994
6,4,21,Mazda,1994
6,4,22,Mazda,1994
4,2.7,23,Toyota,1994
6,3,18,Toyota,1994
6,3,20,Toyota,1994
4,2.4,23,Toyota,1994
4,2.4,25,Toyota,1994
6,3,20,Toyota,1994
6,3,20,Toyota,1994
6,4.2,17,Jeep,1985
6,4.3,18,Chevrolet,1994
6,4.3,17,Chevrolet,1994
6,4.3,18,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5,16,Chevrolet,1994
8,5.7,16,Chevrolet,1994
8,5.7,16,Chevrolet,1994
8,5.7,14,Chevrolet,1994
8,6.5,18,Chevrolet,1994
8,6.5,17,Chevrolet,1994
6,4.2,18,Jeep,1985
8,6.5,20,Chevrolet,1994
6,4.3,17,Chevrolet,1994
6,4.3,17,Chevrolet,1994
6,4.3,17,Chevrolet,1994
8,5,16,Chevrolet,1994
8,5,16,Chevrolet,1994
8,5.7,15,Chevrolet,1994
8,5.7,15,Chevrolet,1994
8,5.7,14,Chevrolet,1994
8,6.5,18,Chevrolet,1994
4,2.6,22,Dodge,1985
6,4.2,20,Jeep,1985
8,6.5,17,Chevrolet,1994
8,6.5,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
4,2.4,20,Nissan,1994
6,3,18,Nissan,1994
6,3,18,Nissan,1994
6,3.9,18,Dodge,1994
6,4.2,15,Jeep,1985
6,3.9,18,Dodge,1994
8,5.2,16,Dodge,1994
8,5.2,17,Dodge,1994
8,5.2,15,Dodge,1994
8,5.2,16,Dodge,1994
8,5.9,15,Dodge,1994
8,5.2,15,Dodge,1994
8,5.2,14,Dodge,1994
8,5.9,14,Dodge,1994
8,5.9,15,Dodge,1994
8,5.9,12,Jeep,1985
6,4.9,17,Ford,1994
6,4.9,17,Ford,1994
8,5,17,Ford,1994
8,5,16,Ford,1994
8,5.8,16,Ford,1994
4,2.3,23,Ford,1994
6,3,20,Ford,1994
6,3,22,Ford,1994
6,4,18,Ford,1994
6,4,20,Ford,1994
4,2.6,16,Mitsubishi,1985
6,4.3,18,GMC,1994
6,4.3,17,GMC,1994
6,4.3,18,GMC,1994
8,5,17,GMC,1994
8,5,16,GMC,1994
8,5.7,16,GMC,1994
8,5.7,16,GMC,1994
8,5.7,14,GMC,1994
8,6.5,17,GMC,1994
8,6.5,18,GMC,1994
4,2.6,15,Mitsubishi,1985
8,6.5,20,GMC,1994
8,6.5,19,GMC,1994
6,4.3,17,GMC,1994
8,5,16,GMC,1994
8,5,16,GMC,1994
8,5.7,15,GMC,1994
8,5.7,15,GMC,1994
8,5.7,14,GMC,1994
8,6.5,18,GMC,1994
8,6.5,17,GMC,1994
4,2.6,18,Mitsubishi,1985
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
4,2.6,18,Isuzu,1994
6,3.1,17,Isuzu,1994
6,3,20,Mitsubishi,1994
4,2.3,22,Mazda,1994
6,3,20,Mazda,1994
6,3,20,Mazda,1994
4,2.6,18,Mitsubishi,1985
6,4,20,Mazda,1994
6,4,20,Mazda,1994
6,3,16,Toyota,1994
6,3,17,Toyota,1994
4,2.4,18,Toyota,1994
4,2.4,20,Toyota,1994
6,3,16,Toyota,1994
6,3,17,Toyota,1994
6,4.3,19,Chevrolet,1994
6,4.3,20,Chevrolet,1994
4,2,23,Plymouth,1985
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5.7,17,Chevrolet,1994
8,6.5,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
8,5.7,16,Chevrolet,1994
6,3.9,17,Dodge,1994
8,5.2,14,Dodge,1994
8,5.2,16,Dodge,1994
4,2,23,Plymouth,1985
8,5.9,15,Dodge,1994
8,5.2,16,Dodge,1994
8,5.9,15,Dodge,1994
6,3,22,Ford,1994
6,3,23,Ford,1994
6,4,19,Ford,1994
6,4,18,Ford,1994
6,4.9,15,Ford,1994
6,4.9,17,Ford,1994
8,5,17,Ford,1994
4,1.8,22,Subaru,1985
8,5.8,16,Ford,1994
6,4.9,13,Ford,1994
6,4.9,15,Ford,1994
8,5.8,15,Ford,1994
6,4.3,20,GMC,1994
8,5,17,GMC,1994
8,5.7,17,GMC,1994
8,6.5,20,GMC,1994
6,4.3,20,GMC,1994
8,5.7,16,GMC,1994
4,2.6,22,Dodge,1985
4,1.8,26,Subaru,1985
6,4.3,19,GMC,1994
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
6,4.3,17,Chevrolet,1994
6,4.3,19,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,4.3,17,Chevrolet,1994
8,5,17,Chevrolet,1994
8,5.7,16,Chevrolet,1994
8,6.5,19,Chevrolet,1994
4,1.8,26,Subaru,1985
8,5.7,16,Chevrolet,1994
6,3.9,16,Dodge,1994
8,5.2,14,Dodge,1994
8,5.2,16,Dodge,1994
8,5.9,15,Dodge,1994
8,5.2,15,Dodge,1994
8,5.9,15,Dodge,1994
6,3,21,Ford,1994
6,3,22,Ford,1994
6,4,19,Ford,1994
4,1.8,22,Subaru,1985
6,4,18,Ford,1994
6,4.9,15,Ford,1994
8,5,17,Ford,1994
8,5.8,15,Ford,1994
6,4.3,17,GMC,1994
8,5,17,GMC,1994
8,5.7,16,GMC,1994
8,6.5,19,GMC,1994
8,5.7,16,GMC,1994
6,4.3,17,GMC,1994
4,1.8,23,Subaru,1985
6,4.3,19,GMC,1994
6,4.3,20,GMC,1994
4,2.4,21,Toyota,1994
4,2.4,20,Toyota,1994
4,2.4,19,Toyota,1994
4,2.4,19,Toyota,1994
8,5.7,16,Chevrolet,1994
6,3.1,21,Chevrolet,1994
6,3.8,23,Chevrolet,1994
6,4.3,22,Chevrolet,1994
4,1.8,22,Subaru,1985
6,4.3,20,Chevrolet,1994
6,3,17,Nissan,1994
6,3,17,Nissan,1994
6,3,21,Nissan,1994
6,3.8,20,Chrysler,1994
4,2.5,22,Dodge,1994
4,2.5,24,Dodge,1994
6,3,22,Dodge,1994
4,2.5,22,Dodge,1994
4,2.5,24,Dodge,1994
4,1.8,22,Subaru,1985
6,3,22,Dodge,1994
6,3,22,Dodge,1994
6,3.8,20,Dodge,1994
4,2.5,22,Jeep,1994
6,4,20,Jeep,1994
6,4,20,Jeep,1994
6,4,20,Jeep,1994
6,4,19,Ford,1994
6,4,20,Ford,1994
6,3,21,Mercury,1994
4,1.8,23,Subaru,1985
6,3,21,Mercury,1994
4,1.6,22,Geo,1994
4,1.6,22,Geo,1994
4,1.6,24,Geo,1994
4,1.6,24,Geo,1994
8,5.7,16,GMC,1994
6,4.3,22,GMC,1994
6,4.3,20,GMC,1994
4,2.6,19,Isuzu,1994
4,2.6,18,Isuzu,1994
4,1.8,26,Subaru,1985
6,3.2,17,Isuzu,1994
6,3.2,17,Isuzu,1994
4,2.6,18,Honda,1994
6,3.2,17,Honda,1994
6,3.2,17,Honda,1994
4,2.6,22,Mazda,1994
6,3,20,Mazda,1994
6,3,20,Mazda,1994
6,4,22,Mazda,1994
6,4,19,Mazda,1994
4,1.8,22,Subaru,1985
6,3.1,21,Pontiac,1994
6,3.8,23,Pontiac,1994
4,2.5,22,Plymouth,1994
4,2.5,24,Plymouth,1994
6,3,22,Plymouth,1994
6,3,22,Plymouth,1994
6,3.8,20,Plymouth,1994
4,1.6,22,Suzuki,1994
4,1.6,22,Suzuki,1994
4,1.6,24,Suzuki,1994
4,1.8,22,Subaru,1985
4,1.6,24,Suzuki,1994
4,1.6,24,Suzuki,1994
4,1.6,24,Suzuki,1994
6,3.1,21,Oldsmobile,1994
6,3.8,23,Oldsmobile,1994
6,3,19,Toyota,1994
8,5.7,15,Chevrolet,1994
8,5.7,15,Chevrolet,1994
8,6.5,17,Chevrolet,1994
8,5.7,14,Chevrolet,1994
4,2.6,22,Dodge,1985
4,1,22,Suzuki,1985
6,4.3,20,Chevrolet,1994
6,4.3,20,Chevrolet,1994
6,3,17,Nissan,1994
6,3,17,Nissan,1994
6,3.8,19,Chrysler,1994
6,3.3,20,Dodge,1994
6,3.8,19,Dodge,1994
4,2.5,20,Jeep,1994
6,4,18,Jeep,1994
6,4,20,Jeep,1994
4,1,22,Suzuki,1985
6,4,19,Jeep,1994
6,4,19,Jeep,1994
8,5.2,17,Jeep,1994
4,2.5,17,Jeep,1994
4,2.5,18,Jeep,1994
6,4,16,Jeep,1994
6,4,17,Jeep,1994
8,5,17,Ford,1994
8,5,16,Ford,1994
8,5.8,16,Ford,1994
6,4.2,12,Toyota,1985
6,4,18,Ford,1994
6,4,20,Ford,1994
4,1.6,22,Geo,1994
4,1.6,22,Geo,1994
4,1.6,24,Geo,1994
4,1.6,24,Geo,1994
4,1.6,22,Geo,1994
4,1.6,22,Geo,1994
4,1.6,24,Geo,1994
4,1.6,24,Geo,1994
4,2.4,20,Toyota,1985
6,4.3,20,GMC,1994
6,4.3,20,GMC,1994
8,5.7,14,GMC,1994
8,5.7,15,GMC,1994
8,5.7,15,GMC,1994
8,6.5,17,GMC,1994
4,2.6,19,Isuzu,1994
6,3.2,17,Isuzu,1994
6,3.2,17,Isuzu,1994
6,3.2,17,Isuzu,1994
4,2.4,23,Toyota,1985
6,3.2,17,Isuzu,1994
6,3.2,16,Isuzu,1994
6,3.2,17,Isuzu,1994
6,3.2,17,Honda,1994
6,3.2,17,Honda,1994
8,3.9,15,Land Rover,1994
8,3.9,15,Land Rover,1994
8,3.9,15,Land Rover,1994
8,3.9,14,Land Rover,1994
8,4.3,15,Land Rover,1994
4,2.5,17,Chevrolet,1985
6,3,17,Mitsubishi,1994
6,3,17,Mitsubishi,1994
6,3.5,16,Mitsubishi,1994
6,3,17,Mazda,1994
6,3,17,Mazda,1994
6,4,20,Mazda,1994
6,4,18,Mazda,1994
6,3.3,20,Plymouth,1994
6,3.8,19,Plymouth,1994
4,1.8,20,Subaru,1994
6,2.8,14,Chevrolet,1985
4,1.8,26,Subaru,1994
4,1.3,26,Suzuki,1994
4,1.6,22,Suzuki,1994
4,1.6,22,Suzuki,1994
4,1.6,24,Suzuki,1994
4,1.6,24,Suzuki,1994
4,1.6,24,Suzuki,1994
4,1.6,24,Suzuki,1994
6,4.3,19,Oldsmobile,1994
6,4.5,14,Toyota,1994
6,2.8,15,Chevrolet,1985
4,2.4,20,Toyota,1994
6,3,15,Toyota,1994
6,3,17,Toyota,1994
8,5.7,23,Chevrolet,1994
4,2.2,18,Chevrolet,1994
6,3.9,17,Dodge,1994
6,3.9,14,Dodge,1994
